departure_date,airline_code,flight_number,source_airport,destination_airport,flight_status,departure_scheduled_time,departure_actual_time,arrival_scheduled_time,arrival_actual_time
2018-02-16,KM,2133,LHR,AUH,LANDED,1518811200,1518811980,1518837300,1518836700
2018-02-16,EY,7884,LHR,BHD,LANDED,1518810300,1518810900,1518814500,1518814140
2018-02-16,BA,838,LHR,DUB,LANDED,1518800100,1518799920,1518805200,1518804840
2018-02-16,BA,7104,LHR,MAD,LANDED,1518772500,1518772320,1518781200,1518781020
2018-02-16,GF,6631,LHR,JFK,LANDED,1518776100,1518775320,1518805500,1518805200
2018-02-16,BA,824,LHR,DUB,LANDED,null,1518815220,1518818640,1518820080
2018-02-16,BA,1474,LHR,GLA,LANDED,1518766800,1518766500,1518771900,1518771240
2018-02-16,EI,8799,LHR,YYZ,LANDED,1518800700,1518802560,1518829500,1518832320
2018-02-16,KQ,101,LHR,NBO,LANDED,null,1518801720,1518832380,1518830220
2018-02-16,BA,2191,LHR,LCG,LANDED,1518807600,1518808680,1518813600,1518814560
2018-02-16,BA,5955,LHR,DUB,LANDED,1518775200,1518774660,1518780000,1518779880
2018-02-16,RJ,7097,LHR,ORD,LANDED,1518800700,1518800460,1518832800,1518831960
2018-02-16,JL,7781,LHR,DUS,LANDED,1518796200,1518796020,1518801300,1518801420
2018-02-16,AA,6586,LHR,NCE,LANDED,1518769500,1518769440,1518776700,1518776580
2018-02-16,CX,7123,LHR,PRG,LANDED,1518808800,1518810120,1518816000,1518816960
2018-02-16,UA,7656,LHR,DUB,LANDED,1518798000,1518798600,1518802800,1518802260
2018-02-16,QR,5583,LHR,RDU,LANDED,1518777300,1518776880,1518809400,1518809580
2018-02-16,QR,5900,LHR,BHD,LANDED,1518786000,1518785880,1518791100,1518790680
2018-02-16,AA,6744,LHR,MAD,LANDED,1518795900,1518795900,1518804600,1518805140
2018-02-16,BA,5943,LHR,SNN,LANDED,1518794400,1518793500,1518799500,1518798420
2018-02-16,AC,6020,LHR,ADD,LANDED,1518812100,1518811980,1518839400,1518837600
2018-02-16,IB,7510,LHR,EDI,LANDED,1518799200,1518799020,1518804300,1518803760
2018-02-16,LH,6584,LHR,YYZ,LANDED,1518782400,1518783000,1518810600,1518812880
2018-02-16,EI,715,LHR,ORK,LANDED,1518789900,1518790500,1518794400,1518794640
2018-02-16,CX,7203,LHR,LIS,LANDED,1518808500,1518809520,1518818400,1518819060
2018-02-16,BA,5925,LHR,ORK,LANDED,1518818400,1518819480,1518822900,1518823380
2018-02-16,AA,6326,LHR,ATH,LANDED,1518809100,1518809640,1518822300,1518821880
2018-02-16,BA,283,LHR,LAX,LANDED,1518777300,1518777720,1518818100,1518817440
2018-02-16,SA,7300,LHR,YYZ,LANDED,1518771600,1518771360,1518799500,1518801960
2018-02-16,QR,5906,LHR,LBA,LANDED,1518783300,1518783120,1518787200,1518786720
2018-02-16,BA,6032,LHR,HEL,LANDED,1518776400,1518776520,1518786900,1518785760
2018-02-16,LH,7633,LHR,EWR,LANDED,1518804000,1518802920,1518834600,1518832440
2018-02-16,BA,806,LHR,BLL,LANDED,1518793500,1518793560,1518799800,1518798960
2018-02-16,KL,6102,LHR,JFK,LANDED,1518784200,1518783720,1518815040,1518814800
2018-02-16,BA,828,LHR,DUB,LANDED,1518805200,1518807240,1518810300,1518812220
2018-02-16,AA,141,LHR,JFK,LANDED,1518809100,1518808320,1518838500,1518837720
2018-02-16,AC,2499,LHR,EWR,LANDED,1518784500,1518784260,1518816300,1518815640
2018-02-16,BA,1420,LHR,BHD,LANDED,1518801300,1518801060,1518806100,1518805740
2018-02-16,BA,370,LHR,MRS,LANDED,1518798600,1518798480,1518805500,1518805380
2018-02-16,EY,6054,LHR,ABZ,LANDED,1518804300,1518804780,1518811500,1518809400
2018-02-16,NH,6754,LHR,ZRH,LANDED,1518800400,1518803040,1518806700,1518808200
2018-02-16,VS,23,LHR,LAX,LANDED,1518794400,1518793980,1518834900,1518833100
2018-02-16,KL,1008,LHR,AMS,LANDED,1518775200,1518774540,1518780300,1518779400
2018-02-16,BA,1545,LHR,LAX,LANDED,1518781200,1518786960,1518822600,1518825840
2018-02-16,AA,6533,LHR,CPH,LANDED,1518771300,1518771960,1518778200,1518778680
2018-02-16,AC,5357,LHR,ORD,LANDED,1518776700,1518776520,1518809700,1518809460
2018-02-16,AC,6330,LHR,BRU,LANDED,1518763800,1518765120,1518767700,1518768720
2018-02-16,BA,782,LHR,ARN,LANDED,1518797400,1518796920,1518806700,1518805800
2018-02-16,UA,9761,LHR,ZRH,LANDED,1518771000,1518771420,1518777600,1518777060
2018-02-16,LH,6838,LHR,YUL,LANDED,1518786000,1518785880,1518812700,1518813240
2018-02-16,BA,992,LHR,TXL,LANDED,1518770400,1518770340,1518777000,1518776880
2018-02-16,AA,6188,LHR,SFO,LANDED,1518777600,1518778560,1518818400,1518816720
2018-02-16,EY,7447,LHR,CPH,LANDED,1518774900,1518776880,1518781800,1518781920
2018-02-16,EI,8306,LHR,BHD,LANDED,1518786000,1518785880,1518791100,1518790680
2018-02-16,NH,6731,LHR,LIS,LANDED,1518805800,1518805920,1518815100,1518814860
2018-02-16,BA,556,LHR,FCO,LANDED,1518790500,1518790200,1518799800,1518799140
2018-02-16,AA,6526,LHR,VCE,LANDED,1518806700,1518806460,1518814200,1518813420
2018-02-16,AA,6471,LHR,CPH,LANDED,1518797700,1518797760,1518804600,1518804720
2018-02-16,AY,5417,LHR,IAD,LANDED,1518780600,1518780300,1518810900,1518812040
2018-02-16,LH,9226,LHR,IAD,LANDED,1518766200,1518765900,1518797700,1518798180
2018-02-16,OS,8239,LHR,YUL,LANDED,1518786000,1518785880,1518812700,1518813240
2018-02-16,AA,6140,LHR,JFK,LANDED,1518774000,1518774180,1518802800,1518802740
2018-02-16,IB,7572,LHR,ABZ,LANDED,1518812700,1518812580,1518818400,1518817800
2018-02-16,BA,7,LHR,HND,LANDED,1518778200,1518778260,1518820500,1518819960
2018-02-16,BA,470,LHR,BCN,LANDED,1518793200,1518793080,1518801000,1518800940
2018-02-16,IB,4663,LHR,LAX,LANDED,1518795000,1518794640,1518835800,1518833820
2018-02-16,SK,8212,LHR,AUH,LANDED,1518771600,1518773220,1518797100,1518773220
2018-02-16,AA,6730,LHR,HAJ,LANDED,1518812100,1518814440,1518817800,1518820320
2018-02-16,RJ,112,LHR,AMM,LANDED,null,1518797940,1518812640,1518814440
2018-02-16,DL,4380,LHR,EWR,LANDED,1518796800,1518796680,1518826200,1518827280
2018-02-16,BA,524,LHR,MAD,LANDED,1518808800,1518808980,1518817500,1518817980
2018-02-16,AY,5914,LHR,OSL,LANDED,1518784500,1518784320,1518792600,1518792420
2018-02-16,VA,5557,LHR,SIN,LANDED,1518778500,1518778440,1518825000,1518821820
2018-02-16,AC,6040,LHR,ATH,LANDED,1518819300,1518818820,1518832200,1518830100
2018-02-16,4U,8465,LHR,TXL,LANDED,1518808500,1518809220,1518815100,1518814800
2018-02-16,BA,458,LHR,MAD,LANDED,1518766200,1518766440,1518775200,1518775620
2018-02-16,AA,6536,LHR,CPH,LANDED,1518779700,1518780840,1518786900,1518787800
2018-02-16,AA,6705,LHR,BHD,LANDED,1518806700,1518807060,1518811800,1518811920
2018-02-16,BA,289,LHR,PHX,LANDED,1518791700,1518792000,1518831000,1518831000
2018-02-16,AA,6170,LHR,DEN,LANDED,1518781200,1518782820,1518816900,1518818580
2018-02-16,AA,6721,LHR,TXL,LANDED,1518789300,1518791220,1518796200,1518797460
2018-02-16,DL,59,LHR,BOS,LANDED,1518772800,1518773640,1518801900,1518802200
2018-02-16,IB,7447,LHR,MAD,LANDED,1518795300,1518795360,1518804300,1518804540
2018-02-16,DL,7573,LHR,DEL,LANDED,1518813600,1518813120,1518844800,1518842640
2018-02-16,UA,6997,LHR,OSL,LANDED,1518764700,1518764580,1518772500,1518772320
2018-02-16,EI,8997,LHR,ORD,LANDED,1518795900,1518796020,1518827700,1518828960
2018-02-16,BA,15,LHR,SIN,LANDED,1518817500,1518818460,1518863400,1518863760
2018-02-16,IB,7528,LHR,GLA,LANDED,1518800400,1518801900,1518805500,1518806880
2018-02-16,IB,7532,LHR,GLA,LANDED,1518812100,1518813900,1518817200,1518819120
2018-02-16,BA,358,LHR,LYS,LANDED,1518788100,1518788100,1518794100,1518794040
2018-02-16,AC,849,LHR,YYZ,LANDED,1518793200,1518793320,1518821100,1518822000
2018-02-16,DL,4348,LHR,SEA,LANDED,1518786900,1518786120,1518821700,1518819420
2018-02-16,JL,7757,LHR,ABZ,LANDED,1518800400,1518801900,1518806100,1518806460
2018-02-16,CX,238,LHR,HKG,LANDED,1518801300,1518800880,1518843300,1518843420
2018-02-16,JL,7723,LHR,PRG,LANDED,1518808800,1518810120,1518816000,1518816960
2018-02-16,A3,609,LHR,ATH,LANDED,1518819300,1518818820,1518832200,1518830100
2018-02-16,SK,4630,LHR,SVG,LANDED,1518782700,1518782400,1518789300,1518788280
2018-02-16,AY,5982,LHR,LIS,LANDED,1518793500,1518794220,1518803400,1518803820
2018-02-16,IB,4754,LHR,BOM,LANDED,1518814200,1518814920,1518846300,1518847080
2018-02-16,LH,915,LHR,FRA,LANDED,1518802200,1518802140,1518807900,1518807540
2018-02-16,AA,6467,LHR,MAN,LANDED,1518810600,1518810240,1518814200,1518814260
2018-02-16,AA,6530,LHR,BAH,LANDED,1518785100,1518784560,1518808800,1518807420
2018-02-16,UA,7253,LHR,JNB,LANDED,1518815100,1518814800,1518855300,1518855360
2018-02-16,AA,6292,LHR,BCN,LANDED,1518787200,1518787320,1518795000,1518794640
2018-02-16,PK,786,LHR,ISB,LANDED,1518799500,1518799740,1518826800,null
2018-02-16,QR,5910,LHR,NCL,LANDED,1518803100,1518802980,1518807300,1518807060
2018-02-16,BA,442,LHR,AMS,LANDED,1518803100,1518803460,1518808200,1518808020
2018-02-16,EI,8987,LHR,SFO,LANDED,1518795300,1518796200,1518836400,1518836100
2018-02-16,IB,4638,LHR,BOS,LANDED,1518779700,1518779220,1518807300,1518807360
2018-02-16,UL,504,LHR,CMB,LANDED,1518813600,1518815640,1518850800,1518850860
2018-02-16,AA,6449,LHR,CPT,LANDED,1518804600,1518804840,1518846300,1518845520
2018-02-16,AA,6148,LHR,EWR,LANDED,1518778200,1518778500,1518807600,1518808560
2018-02-16,RJ,3003,LHR,ABZ,LANDED,1518803100,1518803280,1518808800,1518808440
2018-02-16,AA,6741,LHR,MAD,LANDED,1518772500,1518772320,1518781200,1518781020
2018-02-16,QF,3513,LHR,ZAG,LANDED,1518769200,1518769320,1518777600,1518777720
2018-02-16,TP,8272,LHR,YYZ,LANDED,1518793200,1518793320,1518821100,1518822000
2018-02-16,LY,8060,LHR,MIA,LANDED,1518779100,1518778920,1518815400,1518813120
2018-02-16,AY,5990,LHR,YYC,LANDED,1518788100,1518788040,1518821100,1518819480
2018-02-16,BA,364,LHR,LYS,LANDED,1518810600,1518810420,1518816600,1518816240
2018-02-16,BA,149,LHR,BEY,LANDED,1518793500,1518794580,1518811200,1518811320
2018-02-16,AF,3672,LHR,JFK,LANDED,1518801300,1518800580,1518831900,1518831780
2018-02-16,IB,4665,LHR,DXB,LANDED,1518813600,1518813360,1518839100,1518839700
2018-02-16,EI,159,LHR,DUB,LANDED,1518783300,1518782940,1518788700,1518787740
2018-02-16,EI,8304,LHR,BHD,LANDED,1518762000,1518762240,1518767100,1518767220
2018-02-16,LH,917,LHR,FRA,LANDED,1518805800,1518808320,1518811500,1518813120
2018-02-16,BA,920,LHR,STR,LANDED,1518797400,1518797220,1518803400,1518803280
2018-02-16,CX,1413,LHR,HEL,LANDED,1518776400,1518776520,1518786900,1518785760
2018-02-16,LO,280,LHR,WAW,LANDED,1518804900,1518804720,1518814500,1518812520
2018-02-16,BA,676,LHR,IST,LANDED,1518773700,1518773700,1518787800,1518785880
2018-02-16,MK,53,LHR,MRU,LANDED,1518796800,1518797280,1518839700,1518839400
2018-02-16,GA,9157,LHR,AUH,LANDED,1518811200,1518811980,1518837300,1518836700
2018-02-16,BA,482,LHR,BCN,LANDED,1518805200,1518805260,1518813000,1518812220
2018-02-16,AI,7303,LHR,YHZ,LANDED,1518779400,1518779100,1518804000,1518805320
2018-02-16,AA,6338,LHR,GVA,LANDED,1518773700,1518773580,1518780000,1518779640
2018-02-16,LH,5599,LHR,BRU,LANDED,1518763800,1518765120,1518767700,1518768720
2018-02-16,RJ,3013,LHR,OSL,LANDED,1518797100,1518796380,1518805200,1518804420
2018-02-16,HU,8540,LHR,BRU,LANDED,1518763800,1518765120,1518767700,1518768720
2018-02-16,DL,1,LHR,JFK,LANDED,1518777000,1518775620,1518807660,1518807000
2018-02-16,JL,7125,LHR,BUD,LANDED,1518804900,1518804780,1518813900,1518814200
2018-02-16,LH,6836,LHR,YOW,LANDED,1518782700,1518782700,1518810900,1518812400
2018-02-16,CX,7233,LHR,NCE,LANDED,1518775800,1518776460,1518783300,1518783360
2018-02-16,AA,6542,LHR,DUB,LANDED,1518800100,1518799920,1518805200,1518804840
2018-02-16,AC,6672,LHR,AUH,LANDED,1518771600,1518773220,1518797100,1518773220
2018-02-16,AA,733,LHR,CLT,LANDED,1518774300,1518774000,1518808200,1518809040
2018-02-16,SN,9099,LHR,SFO,LANDED,1518780900,1518780540,1518820800,1518820200
2018-02-16,AA,6357,LHR,CDG,LANDED,1518801900,1518801840,1518806700,1518806100
2018-02-16,UA,9623,LHR,DUS,LANDED,1518809400,1518809700,1518814500,1518813660
2018-02-16,AA,7980,LHR,DOH,LANDED,1518768000,1518767520,1518792600,null
2018-02-16,VS,5301,LHR,JFK,LANDED,1518777000,1518775620,1518807660,1518807000
2018-02-16,IB,4659,LHR,SAN,LANDED,1518790200,1518791100,1518830700,1518831180
2018-02-16,EK,8,LHR,DXB,LANDED,1518772200,1518772500,1518796800,1518796860
2018-02-16,LH,5370,LHR,CGN,LANDED,1518796200,1518796980,1518799920,1518799980
2018-02-16,BA,684,LHR,INN,LANDED,1518773100,1518773100,1518780300,1518781980
2018-02-16,VS,7,LHR,LAX,LANDED,1518775800,1518776340,1518816300,1518815760
2018-02-16,BA,984,LHR,TXL,LANDED,1518785100,1518784740,1518792000,1518790860
2018-02-16,KL,1030,LHR,AMS,LANDED,1518803400,1518803220,1518808200,1518807780
2018-02-16,QF,3546,LHR,BUD,LANDED,1518768600,1518768660,1518777600,1518778200
2018-02-16,KQ,1000,LHR,AMS,LANDED,1518762600,1518763020,1518768000,1518767880
2018-02-16,AA,6312,LHR,LIN,LANDED,1518792900,1518793440,1518800100,1518800400
2018-02-16,KQ,3081,LHR,CDG,LANDED,1518802500,1518802440,1518807000,1518806340
2018-02-16,OS,7799,LHR,EWR,LANDED,1518804000,1518802920,1518834600,1518832440
2018-02-16,BA,1398,LHR,MAN,LANDED,1518802200,1518802440,1518806100,1518806220
2018-02-16,AI,7301,LHR,YHZ,LANDED,1518779400,1518779100,1518804000,1518805320
2018-02-16,LH,5595,LHR,BRU,LANDED,1518779100,1518780360,1518783000,1518784440
2018-02-16,BA,65,LHR,NBO,LANDED,1518775800,1518777120,1518806100,1518806640
2018-02-16,AY,5965,LHR,EDI,LANDED,1518802200,1518802260,1518807300,1518807540
2018-02-16,BA,752,LHR,EAP,LANDED,1518766800,1518766740,1518772500,1518772020
2018-02-16,AY,5945,LHR,JNB,LANDED,1518804600,1518805440,1518844500,1518844620
2018-02-16,LH,919,LHR,FRA,LANDED,1518809400,1518809760,1518815100,1518815100
2018-02-16,BA,1416,LHR,BHD,LANDED,1518786000,1518785880,1518791100,1518790680
2018-02-16,NH,7841,LHR,BOG,LANDED,1518818700,1518819660,1518855060,1518856200
2018-02-16,EI,8809,LHR,DXB,LANDED,1518816600,1518816720,1518841500,1518841260
2018-02-16,BA,814,LHR,CPH,LANDED,1518771300,1518771960,1518778200,1518778680
2018-02-16,BA,1310,LHR,ABZ,LANDED,1518774900,1518775020,1518780900,1518780480
2018-02-16,AA,6382,LHR,TXL,LANDED,1518770400,1518770340,1518777000,1518776880
2018-02-16,GA,9057,LHR,AUH,LANDED,1518771600,1518773220,1518797100,1518773220
2018-02-16,CX,1213,LHR,NCL,LANDED,1518774300,1518774300,1518778800,1518778740
2018-02-16,AA,107,LHR,JFK,LANDED,1518801300,1518800880,1518830700,1518830760
2018-02-16,AV,6038,LHR,MAD,LANDED,1518772500,1518772320,1518781200,1518781020
2018-02-16,4U,8463,LHR,TXL,LANDED,1518791700,1518792900,1518798300,1518798300
2018-02-16,IB,4869,LHR,BIO,LANDED,1518797100,1518796980,1518804300,1518804360
2018-02-16,XY,3020,LHR,AUH,LANDED,1518789900,1518790440,1518816000,1518814740
2018-02-16,LY,8055,LHR,JFK,LANDED,1518801300,1518800880,1518830700,1518830760
2018-02-16,NH,5166,LHR,BRU,LANDED,1518803400,1518803520,1518807600,1518806820
2018-02-16,AC,865,LHR,YUL,LANDED,1518786000,1518785880,1518812700,1518813240
2018-02-16,BA,209,LHR,MIA,LANDED,1518790500,1518790860,1518826200,1518826020
2018-02-16,BA,5975,LHR,DUB,LANDED,1518806700,1518807180,1518811200,1518810240
2018-02-16,ET,1740,LHR,LIS,LANDED,1518768900,1518761400,1518778500,1518779400
2018-02-16,LH,925,LHR,FRA,LANDED,1518769800,1518769980,1518775500,1518776160
2018-02-16,AA,6547,LHR,CPH,LANDED,1518790800,1518790620,1518797700,1518796860
2018-02-16,WY,102,LHR,MCT,LANDED,1518811500,1518811200,1518838500,1518838200
2018-02-16,AM,6044,LHR,CDG,LANDED,1518810600,1518810300,1518814800,1518814080
2018-02-16,LX,327,LHR,ZRH,LANDED,1518806400,1518808200,1518812700,1518813540
2018-02-16,AF,3638,LHR,MSP,LANDED,1518785700,1518784860,1518819000,1518817560
2018-02-16,AC,6002,LHR,BOM,LANDED,1518775500,1518775260,1518807600,1518808560
2018-02-16,AY,5995,LHR,YUL,LANDED,1518799500,1518800220,1518826200,1518827460
2018-02-16,QF,8006,LHR,DXB,LANDED,1518818400,1518817560,1518842700,1518842460
2018-02-16,BA,147,LHR,AMM,LANDED,1518793200,1518793500,1518811800,1518811080
2018-02-16,AA,7978,LHR,DOH,LANDED,null,1518812700,1518835500,1518836160
2018-02-16,AA,6415,LHR,ACC,LANDED,1518787500,1518794880,1518810900,1518819000
2018-02-16,AA,6541,LHR,BIO,LANDED,1518797100,1518796980,1518804300,1518804360
2018-02-16,LH,903,LHR,FRA,LANDED,1518777000,1518778500,1518782700,1518783480
2018-02-16,AY,5969,LHR,GLA,LANDED,1518793800,1518793740,1518799200,1518799560
2018-02-16,AY,5469,LHR,LAX,LANDED,1518784200,1518784260,1518825900,1518824760
2018-02-16,BA,348,LHR,NCE,LANDED,1518801000,1518801060,1518808500,1518808260
2018-02-16,JL,7715,LHR,TXL,LANDED,1518806400,1518806460,1518813000,1518812700
2018-02-16,NH,212,LHR,HND,LANDED,1518807600,1518807300,1518850200,1518848520
2018-02-16,BA,1304,LHR,ABZ,LANDED,1518764100,1518763680,1518769500,1518769140
2018-02-16,A3,1607,LHR,FRA,LANDED,1518766200,1518766440,1518771900,1518773760
2018-02-16,AA,6180,LHR,LAX,LANDED,1518795000,1518794640,1518835800,1518833820
2018-02-16,DL,29,LHR,ATL,LANDED,1518773100,1518772680,1518809340,1518809280
2018-02-16,EY,7455,LHR,ARN,LANDED,1518815100,1518815760,1518823800,1518822900
2018-02-16,BA,868,LHR,BUD,LANDED,1518768600,1518768660,1518777600,1518778200
2018-02-16,QF,3556,LHR,EDI,LANDED,1518790200,1518790080,1518795300,1518795000
2018-02-16,AA,6562,LHR,EDI,LANDED,1518794700,1518794640,1518800100,1518799860
2018-02-16,QR,5109,LHR,ORD,LANDED,1518781800,1518780960,1518813900,1518813000
2018-02-16,LY,8031,LHR,MIA,LANDED,1518784500,1518784080,1518821400,1518819060
2018-02-16,LX,345,LHR,ZRH,LANDED,1518760800,1518760680,1518766800,1518766680
2018-02-16,IB,512,LHR,MAD,LANDED,1518772500,1518772320,1518781200,1518781020
2018-02-16,MS,9604,LHR,YYZ,LANDED,1518804000,1518803640,1518831900,1518833400
2018-02-16,AA,6500,LHR,PRG,LANDED,1518765600,1518765540,1518772800,1518772200
2018-02-16,AY,5955,LHR,GLA,LANDED,1518800400,1518801900,1518805500,1518806880
2018-02-16,AA,6198,LHR,PHX,LANDED,1518791700,1518792000,1518831000,1518831000
2018-02-16,AA,6225,LHR,YYC,LANDED,1518788100,1518788040,1518821100,1518819480
2018-02-16,AA,6282,LHR,MAD,LANDED,1518795300,1518795360,1518804300,1518804540
2018-02-16,IB,4705,LHR,AUH,LANDED,1518787200,1518787260,1518813300,1518811860
2018-02-16,EI,8765,LHR,YVR,LANDED,1518802200,1518804120,1518837000,1518836520
2018-02-16,IB,4669,LHR,SFO,LANDED,1518777600,1518778560,1518818400,1518816720
2018-02-16,VS,7319,LHR,SIN,LANDED,1518813300,1518813540,1518859800,1518858360
2018-02-16,SQ,2521,LHR,IAD,LANDED,1518777900,1518777360,1518809400,1518810120
2018-02-16,BA,696,LHR,VIE,LANDED,1518764700,1518764880,1518773100,1518772140
2018-02-16,BA,243,LHR,MEX,LANDED,1518785700,1518785760,1518828300,1518829500
2018-02-16,BA,952,LHR,MUC,LANDED,1518783000,1518782640,1518790200,1518788940
2018-02-16,SK,802,LHR,OSL,LANDED,1518764700,1518764580,1518772500,1518772320
2018-02-16,AA,6667,LHR,HYD,LANDED,1518792000,1518792240,1518825000,1518824340
2018-02-16,BA,5945,LHR,SNN,LANDED,1518809700,1518810540,1518814800,1518814740
2018-02-16,EI,711,LHR,ORK,LANDED,1518774300,1518775620,1518779400,1518780300
2018-02-16,BA,944,LHR,DUS,LANDED,1518796200,1518796020,1518801300,1518801420
2018-02-16,SQ,2500,LHR,DXB,LANDED,1518818100,1518817860,1518843600,1518843000
2018-02-16,NZ,4203,LHR,FRA,LANDED,1518784200,1518789360,1518789900,1518794460
2018-02-16,BA,1504,LHR,DFW,LANDED,1518775800,1518775500,1518813300,1518813720
2018-02-16,BA,6034,LHR,HEL,LANDED,1518804300,1518804300,1518814800,1518814140
2018-02-16,VS,250,LHR,PVG,LANDED,1518787500,1518787500,1518827400,1518826980
2018-02-16,MH,9407,LHR,ORD,LANDED,1518800700,1518800460,1518832800,1518831960
2018-02-16,BA,2135,LHR,BHD,LANDED,1518793800,1518794220,1518798900,1518798420
2018-02-16,AC,2501,LHR,EDI,LANDED,1518775320,1518775320,1518784500,null
2018-02-16,CX,7171,LHR,STR,LANDED,1518765300,1518764880,1518771300,1518770100
2018-02-16,BA,1414,LHR,BHD,LANDED,1518762000,1518762240,1518767100,1518767220
2018-02-16,JJ,2835,LHR,OSL,LANDED,1518797100,1518796380,1518805200,1518804420
2018-02-16,EI,8969,LHR,LAX,LANDED,1518795000,1518794640,1518835800,1518833820
2018-02-16,SN,9085,LHR,ORD,LANDED,1518794400,1518793980,1518827700,1518826860
2018-02-16,BA,850,LHR,WAW,LANDED,1518780600,1518780180,1518789600,1518788520
2018-02-16,AY,5926,LHR,ARN,LANDED,1518765300,1518765060,1518774600,1518773520
2018-02-16,EI,8917,LHR,IAD,LANDED,1518780600,1518780300,1518810900,1518812040
2018-02-16,AA,6408,LHR,KEF,LANDED,1518770700,1518770520,1518782700,1518782280
2018-02-16,NZ,9855,LHR,SFO,LANDED,1518780900,1518780540,1518820800,1518820200
2018-02-16,AA,6260,LHR,LIN,LANDED,1518785100,1518784980,1518792300,1518791940
2018-02-16,NZ,3317,LHR,SIN,LANDED,1518778500,1518778440,1518825000,1518821820
2018-02-16,BA,540,LHR,BLQ,LANDED,1518770100,1518769860,1518777600,1518777540
2018-02-16,BM,6104,LHR,BRU,LANDED,1518763800,1518765120,1518767700,1518768720
2018-02-16,IB,7630,LHR,OSL,LANDED,1518797100,1518796380,1518805200,1518804420
2018-02-16,AA,6426,LHR,BUD,LANDED,1518804900,1518804780,1518813900,1518814200
2018-02-16,AC,9931,LHR,ARN,LANDED,1518777300,1518778200,1518786300,1518785400
2018-02-16,IB,3173,LHR,MAD,LANDED,1518808800,1518808980,1518817500,1518817980
2018-02-16,AA,6419,LHR,DXB,LANDED,1518816600,1518816720,1518841500,1518841260
2018-02-16,AY,5936,LHR,ARN,LANDED,1518810900,1518810600,1518820200,1518819720
2018-02-16,QR,5573,LHR,JFK,LANDED,1518801300,1518800880,1518830700,1518830760
2018-02-16,OU,5926,LHR,YHZ,LANDED,1518779400,1518779100,1518804000,1518805320
2018-02-16,CZ,7847,LHR,AMS,LANDED,1518770400,1518770400,1518775500,1518774720
2018-02-16,BA,866,LHR,BUD,LANDED,1518786900,1518786720,1518795900,1518794940
2018-02-16,AA,6648,LHR,ABZ,LANDED,1518774900,1518775020,1518780900,1518780480
2018-02-16,AC,6198,LHR,VIE,LANDED,1518771900,1518772560,1518780000,1518780180
2018-02-16,BA,564,LHR,LIN,LANDED,1518765900,1518765960,1518773100,1518772620
2018-02-16,BA,372,LHR,TLS,LANDED,1518766800,1518767040,1518773400,1518773160
2018-02-16,QF,3561,LHR,ABZ,LANDED,1518764100,1518763680,1518769500,1518769140
2018-02-16,LH,9378,LHR,SFO,LANDED,1518772800,1518773340,1518812700,1518812460
2018-02-16,VS,8019,LHR,BOM,LANDED,1518775500,1518775260,1518807600,1518808560
2018-02-16,EI,8326,LHR,DUB,LANDED,1518796680,1518796680,null,1518800040
2018-02-16,AI,171,LHR,EWR,LANDED,1518786000,1518787320,1518816000,1518817020
2018-02-16,JJ,2815,LHR,EDI,LANDED,1518802200,1518802260,1518807300,1518807540
2018-02-16,AA,6637,LHR,STR,LANDED,1518797400,1518797220,1518803400,1518803280
2018-02-16,IB,4623,LHR,EWR,LANDED,1518778200,1518778500,1518807600,1518808560
2018-02-16,AA,6320,LHR,EAP,LANDED,1518783000,1518783120,1518789000,1518788820
2018-02-16,AA,6463,LHR,HEL,LANDED,1518804900,1518805200,1518816000,1518816240
2018-02-16,BA,736,LHR,GVA,LANDED,1518800700,1518800700,1518807000,1518807240
2018-02-16,AA,79,LHR,DFW,LANDED,1518790200,1518789420,1518827700,1518826440
2018-02-16,AY,5459,LHR,LAX,LANDED,1518795000,1518794640,1518835800,1518833820
2018-02-16,AV,6520,LHR,FRA,LANDED,1518798600,1518800220,1518804300,1518804900
2018-02-16,JJ,2826,LHR,CPH,LANDED,1518807300,1518807120,1518814200,1518813900
2018-02-16,AA,6768,LHR,DUB,LANDED,1518778200,1518778260,1518783600,1518783300
2018-02-16,AY,5922,LHR,OSL,LANDED,1518797100,1518796380,1518805200,1518804420
2018-02-16,BA,1432,LHR,EDI,LANDED,1518762000,1518761940,1518767100,null
2018-02-16,UA,879,LHR,EDI,LANDED,1518775320,1518775320,1518784500,null
2018-02-16,BA,239,LHR,BOS,LANDED,1518808200,1518808980,1518835200,1518836280
2018-02-16,EI,151,LHR,DUB,LANDED,1518767400,1518766920,1518772200,1518770760
2018-02-16,KQ,3059,LHR,CDG,LANDED,1518763200,1518762900,1518768000,1518767760
2018-02-16,BA,558,LHR,FCO,LANDED,1518805200,1518805320,1518814500,1518813480
2018-02-16,SA,7310,LHR,YOW,LANDED,1518782700,1518782700,1518810900,1518812400
2018-02-16,BA,460,LHR,MAD,LANDED,1518787500,1518787560,1518796200,1518795780
2018-02-16,IB,4605,LHR,PHL,LANDED,1518785100,1518785040,1518814500,1518814800
2018-02-16,OS,7809,LHR,EDI,LANDED,1518775320,1518775320,1518784500,null
2018-02-16,BA,2137,LHR,BHD,LANDED,1518810300,1518810900,1518814500,1518814140
2018-02-16,BA,55,LHR,JNB,LANDED,1518804600,1518805440,1518844500,1518844620
2018-02-16,IB,4609,LHR,YYC,LANDED,1518788100,1518788040,1518821100,1518819480
